"player_api_id","leagues_played","total_appearances","player_name","overall_rating","gk_attributes"
30834,2,139,"Arjen Robben",90,49
30835,3,68,"Philipp Degen",75,129
30836,1,38,"Scott Chipperfield",83,143
30837,1,15,"Ivan Ergic",76,117
30839,3,150,"Johnny Heitinga",80,54
30840,3,165,"Rafael van der Vaart",87,55
30841,4,147,"Maarten Stekelenburg",85,424
30842,1,62,"Brett Emerton",77,143
30843,1,172,"Robin van Persie",89,39
30849,1,29,"Vincenzo Grella",74,152
30850,1,1,"Zeljko Kalac",77,386
30851,2,36,"Shunsuke Nakamura",86,167
30852,1,12,"Fernando Meira",85,153
30853,3,168,"Fernando Torres",88,121
30854,1,74,"Mike Hanke",78,127
30855,2,35,"Ricardo",80,406
30856,1,27,"Paulo Ferreira",83,91
30857,1,1,"Nuno Valente",78,125
30859,1,251,"Petr Cech",89,445
30861,2,57,"Zdenek Grygera",81,130
30863,1,39,"Ricardo Cabanas",77,146
30865,2,162,"Nemanja Vidic",89,45
30866,1,31,"Ivica Dragutinovic",80,137
30868,1,56,"Anatoli Tymoschuk",84,153
30870,1,39,"Marek Jankulovski",80,150
30871,2,160,"Tiago",83,151
30872,2,190,"Bastian Schweinsteiger",88,65
30876,1,110,"Tim Cahill",81,39
30878,2,84,"Wesley Sneijder",88,50
30879,2,79,"Kew Jaliens",74,109
30880,2,77,"Arek Radomski",67,144
30881,1,226,"Alberto Gilardino",85,117
30884,1,8,"Jason Culina",78,121
30885,2,44,"John Mensah",84,124
30886,2,30,"Andrey Voronin",81,137
30889,3,217,"Xabi Alonso",87,45
30890,4,90,"Philippe Senderos",81,93
30891,1,17,"Gabriel Milito",86,150
30892,1,217,"Stewart Downing",82,147
30893,2,259,"Cristiano Ronaldo",93,58
30894,1,222,"Philipp Lahm",87,47
30895,1,181,"Aaron Lennon",84,146
30896,1,2,"Bonaventure Kalou",77,97
30897,2,43,"Kanga Akale",80,134
30899,1,12,"Hamdi Kasraoui",67,330
30900,1,94,"Kossi Agassa",80,385
30901,1,18,"Aruna Dindane",83,48
30902,2,222,"Andrea Barzagli",85,53
30903,2,31,"Pablo Ibanez",83,83
30904,2,126,"Carlos Bocanegra",76,130
30905,2,106,"Sulley Ali Muntari",82,158
30906,2,159,"Cristian Zaccardo",81,141
30907,3,245,"Jaroslav Plasil",81,32
30908,1,82,"Emerse Fae",80,112
30909,1,153,"David Villa",89,155
30910,1,91,"Ivan Leko",75,160
30911,3,173,"Ricardo Carvalho",86,132
30912,2,140,"Christoph Spycher",75,132
30914,3,128,"Ricardo Costa",78,52
30915,3,68,"Ryan Babel",81,135
30916,1,37,"Tim De Cler",73,111
30918,4,123,"David Rozehnal",81,94
30919,2,90,"Daniel Gygax",74,125
30920,1,148,"Edgar Barreto",77,166
30921,1,65,"Matthew Amoah",74,133
30922,3,102,"Arouna Kone",80,116
30924,1,139,"Franck Ribery",90,47
30928,1,182,"Nicolas Burdisso",79,52
30929,1,211,"Fabricio Coloccini",81,58
30930,2,206,"Esteban Cambiasso",86,163
30931,1,110,"Cris",89,147
30934,1,114,"Boubacar Barry Copa",73,348
30935,1,42,"Emmanuel Eboue",79,135
30936,1,95,"Xavier Margairaz",79,143
30937,1,112,"Tranquillo Barnetta",81,132
30939,1,66,"Mauro Lustrinelli",73,90
30940,1,151,"Blerim Dzemaili",77,51
30949,2,82,"Jan Polak",78,156
30950,1,1,"Gilberto",84,109
30953,2,26,"Jason Scotland",72,105
30954,1,6,"Carlos Edwards",77,124
30955,1,190,"Andres Iniesta",91,45
30956,1,153,"Clint Dempsey",81,46
30958,1,90,"Marcos Senna",84,158
30959,1,17,"Marco Zoro",71,108
30960,2,140,"Emmanuel Adebayor",87,110
30962,1,237,"Sergio Ramos",87,46
30963,1,36,"Collin Samuel",64,47
30964,2,74,"Maza",77,152
30966,3,182,"Valon Behrami",80,51
30967,1,83,"Quim",81,400
30968,1,171,"Luisao",82,57
30973,1,102,"Lukasz Fabianski",78,392
30974,3,201,"Artur Boruc",84,418
30975,1,173,"Sebastian Mila",74,96
30976,1,154,"Radoslaw Sobolewski",72,147
30977,3,143,"Dariusz Dudka",72,43
30978,2,122,"Pawel Brozek",76,114
30981,1,249,"Lionel Messi",94,54
30983,1,146,"Dusan Basta",80,57
30986,2,141,"Johan Djourou",81,60
30987,1,134,"Marcell Jansen",79,135
30988,1,112,"Kenwyne Jones",79,55
30989,3,202,"Julio Cesar",89,438
30990,1,38,"Justo Villar",76,387
30991,1,178,"Rodrigo Palacio",83,155
30992,1,36,"Oscar Ustari",79,394
30994,2,92,"Hedwiges Maduro",81,131
30995,1,11,"Fred",84,138
30996,1,20,"Cicinho",80,152
31010,1,2,"Omar Bravo",78,117
31011,1,3,"Jawhar Mnari",77,152
31012,1,13,"Abdulkader Keita",82,43
31013,1,131,"Theo Walcott",82,45
31014,2,135,"Romaric",80,147
31018,1,3,"Haminu Dramani",72,136
31019,1,79,"Seweryn Gancarczyk",65,63
31020,2,21,"Guillermo Franco",78,92
31031,1,2,"Flavio",67,53
31037,1,240,"Jacques Alaixys Romao",76,44
31045,3,163,"Andres Guardado",82,43
31047,2,122,"Guillermo Ochoa",82,409
31052,1,1,"Eddie Johnson",78,126
31070,1,12,"Segundo Castillo",73,55
31073,1,21,"Cristian Benitez",79,56
31085,1,2,"Won-Hee Cho",67,88
31088,1,9,"Do-Heon Kim",72,63
31092,2,97,"Chu-Young Park",79,122
31097,2,224,"Luka Modric",88,52
31100,1,64,"Yassine Chikhaoui",78,32
31103,2,50,"Paulo da Silva",79,148
31104,1,5,"Cristian Riveros",76,160
31160,1,12,"Jim Larsen",75,48
31187,1,15,"Tomas Galasek",83,155
31191,1,1,"Aleksei Kangaskolkka",62,49
31199,1,224,"Stefan Kiessling",81,132
31205,1,64,"Nicky Hofs",74,123
31207,1,10,"Marino Defendi",68,44
31214,1,33,"Matteo Ferrari",78,139
31226,1,10,"Geert De Vlieger",74,360
31235,3,160,"Diego",88,159
31241,1,9,"Henrik Dalsgaard",70,55
31244,1,75,"Cicero",78,44
31255,1,13,"Akpo Sodje",69,130
31257,1,80,"Madjid Bougherra",79,131
31288,1,56,"Fabio Liverani",82,168
31290,2,215,"Sascha Riether",76,52
31291,1,193,"Gael Clichy",83,152
31292,2,178,"Yoan Gouffran",77,51
31293,1,300,"Steve Mandanda",84,421
31294,4,88,"Niki Zimling",74,38
31296,1,179,"Ramon Zomer",70,115
31298,1,114,"Bruno Amaro",71,66
31299,1,32,"Daniel Fernandes",77,376
31300,4,151,"Rolando",80,54
31302,1,26,"Pedro Ribeiro",65,60
31303,3,126,"Nelson",73,144
31304,1,56,"Alessandro Rosina",79,148
31306,1,234,"Branislav Ivanovic",83,56
31307,1,9,"Dejan Milovanovic",69,142
31308,1,1,"Djordje Rakic",66,51
31310,1,25,"Ivan Todorovic,25",68,51
31312,2,13,"Milan Stepanov",76,134
31314,3,60,"Milos Krasic",84,55
31316,1,8,"Nemanja Rnic",66,53
31317,1,38,"Nenad Milijas",74,60
31318,3,15,"Stefan Babovic",70,103
31319,1,5,"Milos Pavlovic",66,121
31325,1,39,"Sergei Pylypchuk",68,57
31427,1,76,"Hakan Yakin",74,149
31432,1,275,"Joe Hart",85,414
31435,1,70,"Tomas Rosicky",85,154
31436,1,17,"Dennis Wyness",67,119
31437,1,77,"Ugo Ukah",65,52
31451,1,1,"David Sommeil",75,75
31453,2,15,"Sekou Baradji",63,61
31454,1,43,"Trent McClenahan",65,133
31465,1,282,"Tim Howard",84,418
31470,1,31,"Andrea Guatelli",66,336
31479,1,11,"Maurice Ross",65,129
31490,1,19,"Gustavo Franchin Schiavolin",70,43
31498,1,33,"Cleber Santana",78,148
31499,1,40,"Nicola Mingazzini",66,114
31568,1,51,"Soeren Rieks",70,67
31614,2,39,"Maicosuel",77,53
31627,1,60,"Pontus Wernbloom",79,58
31643,1,3,"David Elm",72,125
31672,2,108,"Alexander Farnerud",75,47
31684,1,43,"Abdeslam Ouaddou",78,150
31701,1,65,"Mikael Lustig",75,50
31718,2,78,"Nelson Haedo Valdez",78,95
31725,2,102,"Mario Alberto Santana",79,155
31728,1,1,"Karl Svensson",71,75
31731,3,121,"Gianni Zuiverloon",72,138
31739,1,37,"Cristiano Zanetti",82,172
31785,1,5,"Emil Johansson",70,62
31810,1,4,"Antti Okkonen",60,143
31906,3,164,"Salomon Kalou",84,83
31907,1,67,"Andrew Johnson",85,112
31909,1,10,"Denes Rosa",58,130
31915,1,2,"Theo Robinson",66,46
31916,1,114,"Adam Rooney",71,53
31921,2,203,"Gareth Bale",87,52
31936,1,34,"Rob Friend",74,103
31938,1,73,"Marco Cassetti",77,42
31953,1,116,"Cameron Jerome",78,111
31963,1,3,"Kevin McNaughton",71,59
31984,1,34,"James Wesolowski",64,47
31989,1,15,"Jermaine Beckford",76,54
31993,1,2,"Darryl Duffy",67,79
31996,1,2,"Andriy Shevchenko",88,74
32034,1,17,"Bruno Vale",74,368
32039,1,30,"Paulo Santos",71,351
32043,1,24,"Jose Gomes de Moraes Edmilson",81,129
32048,1,5,"Mineiro",80,103
32084,1,41,"Jamie Mackie",71,47
32087,1,18,"Dean Moxey",68,40
32088,1,49,"Daniel Seaborne",65,45
32118,3,148,"Lukas Podolski",87,96
32148,1,42,"Michael Kightly",75,46
32200,1,48,"Steven Smith",71,125
32304,1,44,"George Boyd",72,54
32318,1,46,"Kelvin Wilson",71,46
32323,1,9,"David McNamee",69,109
32343,1,62,"Markus Neumayr",67,5
32345,1,152,"John Obi Mikel",83,149
32410,1,22,"Michael Hart",76,136
32411,1,63,"Russell Anderson",72,133
32412,1,66,"Scott Severin",75,159
32413,1,14,"Barry Nicholson",75,148
32414,1,25,"Steve Lovell",74,92
32415,1,22,"Chris Clark",66,143
32418,1,194,"Jamie Langfield",72,361
32419,1,194,"Andrew Considine",69,138
32421,1,65,"Christopher Maguire",69,58
32427,1,61,"Darren Mackie",77,122
32430,1,128,"Richard Foster",67,47
32436,1,73,"Zander Diamond",73,145
32441,1,158,"Gareth McAuley",75,52
32446,1,37,"David Marshall",75,371
32447,1,1,"Michael McGlinchey",68,45
32448,2,70,"Aiden McGeady",83,143
32449,1,39,"Darren O'Dea",70,118
32450,1,14,"Simon Ferry",63,49
32453,1,87,"Mark Kerr",68,115
32455,1,54,"Barry Robson",80,154
32456,1,54,"Stuart Duff",65,116
32457,1,150,"Lee Mair",73,118
32458,1,94,"Garry Kenneth",69,42
32465,2,109,"David Goodwillie",75,53
32474,1,28,"Chris Innes",63,119
32484,1,42,"David McCracken",67,129
32485,1,7,"Jim Paterson",65,48
32496,2,187,"Allan McGregor",80,397
32503,1,57,"Gary Mason",62,102
32504,1,16,"Jorge Ribeiro",72,142
32546,2,27,"Pedro da Silva Moutinho,28",65,117
32547,1,17,"Alan Gow",71,140
32553,1,144,"Darren Barr",68,61
32555,1,85,"Steven Thomson",66,148
32556,1,30,"Mark Twaddle",57,96
32559,1,179,"Liam Craig",69,49
32561,1,4,"Brian Allison",61,128
32562,2,122,"Craig Gordon",81,405
32563,1,46,"Robbie Neilson",73,163
32566,1,79,"Camel Meriem",79,124
32567,1,43,"Paul Hartley",78,149
32569,2,248,"Patrice Evra",85,57
32570,1,13,"Roman Bednar",75,103
32571,1,17,"Franck Jurietti",77,136
32572,1,89,"Ludovic Giuly",87,110
32573,1,3,"Olivier Dacourt",76,145
32574,2,104,"Jonathan Zebina",76,144
32575,1,254,"Rio Mavuba",82,45
32576,1,6,"Saulius Mikoliunas",69,140
32577,2,60,"Bernard Mendy",73,88
32578,2,64,"Jerome Rothen",85,158
32579,3,171,"Anthony Reveillere",81,51
32580,1,2,"Deividas Cesnauskis",65,154
32581,2,115,"Christophe Berra",76,128
32583,1,101,"Lee Wallace",74,43
32584,1,150,"Jamie MacDonald",70,353
32587,2,45,"Ibrahim Tall",68,89
32589,2,40,"Jose Goncalves",71,50
32591,1,26,"Bruno Aguiar",66,129
32593,2,100,"Andrew Driver",78,143
32596,1,92,"Benjamin Huggel",73,41
32597,2,136,"Reto Ziegler",78,19
32609,1,15,"Steven Pressley",77,78
32616,2,147,"Steven Whittaker",76,54
32617,1,58,"Michael Stewart",71,149
32618,1,82,"Kevin Thomson",77,164
32620,1,17,"Sam Morrow",60,110
32621,1,3,"Guillaume Beuzelin",75,161
32622,1,92,"Chris Hogg",71,116
32624,1,49,"Ivan Sproule",66,115
32627,3,191,"Steven Fletcher",77,56
32630,1,126,"Lewis Stevenson",65,123
32633,1,139,"Zbigniew Malkowski",66,323
32636,1,11,"Sean Lynch",55,47
32637,2,11,"Abdessalam Benjelloun",72,102
32653,1,62,"Hans-Joerg Butt",79,387
32656,1,70,"Antonio Lopez",76,59
32657,3,203,"Victor Valdes",85,425
32658,1,115,"Mark Brown",72,361
32659,1,111,"Ross Tokely",67,116
32661,1,45,"Darren Dods",70,133
32664,1,21,"Roy McBain",63,126
32665,1,1,"Barry Wilson",66,131
32669,1,45,"Russell Duncan",64,119
32670,1,109,"Grant Munro",71,89
32673,1,39,"Richard Hastings",65,135
32674,1,39,"Craig Dargo",77,108
32675,1,142,"Cata Diaz",83,151
32678,1,53,"German Dario Lux",76,383
32679,1,55,"Michael Fraser",63,324
32681,1,108,"Ian Black",68,144
32690,2,25,"Stein Huysegems",71,83
32693,1,37,"Alan Combe",68,337
32694,1,136,"James Fowler",72,137
32696,1,98,"Garry Hay",67,135
32697,1,20,"David Lilley",66,133
32700,1,49,"Simon Ford",70,116
32703,1,48,"Danny Invincibile",69,102
32705,2,123,"Steven Naismith",85,129
32706,1,82,"Colin Nish",75,101
32711,1,192,"Jamie Hamill",70,42
32713,1,115,"Cameron Bell",70,343
32714,1,15,"Jamie Adams",58,43
32717,1,43,"Ryan O'Leary",63,41
32725,1,223,"David Mackay",68,60
32728,1,65,"Robert Snodgrass",75,59
32730,1,24,"Martin Scott",64,53
32732,1,91,"James McPake",66,54
32734,1,103,"Graham Dorrans",76,36
32745,1,23,"Ivica Banovic",73,152
32746,1,220,"Morgan De Sanctis",83,404
32747,1,125,"Fabrizio Miccoli",83,55
32748,1,179,"Antonio Cassano",86,163
32749,1,133,"Marco Di Vaio",84,90
32750,1,11,"Mauro Esposito",77,141
32751,1,115,"Massimo Ambrosini",83,153
32752,1,36,"Giuseppe Favalli",77,121
32755,1,39,"Milivoje Vitakic",68,135
32760,2,119,"Milos Maric",76,113
32761,1,29,"Ruben Baraja",82,126
32762,1,16,"Vicente",88,102
32763,1,21,"Alberto Luque,21",79,109
32764,1,64,"Raul Tamudo",84,140
32765,1,23,"Jose Maria Guti",84,159
32766,1,19,"Ivan de la Pena",85,158
32769,1,228,"Paolo Cannavaro",80,46
32776,1,48,"Issam Jemaa",70,53
32786,1,32,"Robert Jones",71,102
32788,1,19,"Joshua Kennedy",71,139
32824,1,1,"Martyn Corrigan",60,150
32825,1,10,"Brian Kerr",69,142
32826,1,94,"Scott McDonald",83,113
32827,1,130,"Richie Foran",69,50
32829,1,48,"David Clarkson",72,123
32830,1,16,"Steven McGarry",64,122
32831,1,80,"Kevin McBride",64,100
32833,1,84,"Paul Quinn",68,139
32836,1,36,"Marc Fitzpatrick",69,141
32844,1,235,"Mark Reynolds",74,59
32845,1,1,"Alan Martin",60,312
32863,1,156,"Thomas Buffel",78,136
32865,3,48,"Nacho Novo",74,127
32866,1,46,"Gavin Rae",71,148
32867,1,117,"Kris Boyd",86,115
32868,1,5,"Julien Rodriguez",79,141
32870,2,135,"Alan Hutton",79,54
32871,1,84,"Ian Murray",75,140
32880,1,2,"Steven McDougall",59,40
32891,1,125,"Danny Grainger",69,110
32906,1,5,"Neil McGregor",60,45
32907,1,97,"Craig Bryson",73,60
32917,1,80,"Mark McLaughlin",66,36
32920,2,83,"Rasmus Bengtsson",73,45
32924,1,70,"Alex Neil",69,43
32931,1,21,"Paul Burns",57,56
32932,1,11,"Willie Gibson",61,106
32937,4,101,"Christian Poulsen",83,163
32942,2,38,"Don Cowie",72,39
32951,1,18,"Willie Dyer",59,43
32952,1,19,"Kevin Rutkiewicz",62,49
32955,1,22,"Martin Hardie",65,58
32956,1,100,"Simon Mensing",69,124
32957,1,27,"Kevin Moon",62,130
32960,1,21,"Peter MacDonald",61,47
32961,1,22,"Steven Milne",67,118
32964,1,55,"Kirk Broadfoot",71,134
32968,1,117,"John Potter",75,148
32969,1,131,"David van Zanten",67,140
32971,1,5,"Mark Corcoran",66,70
32973,2,37,"Simon Lappin",66,56
32975,1,85,"Hugh Murray",64,151
32978,1,63,"Billy Mehmet",63,114
32990,1,9,"Nicolas Ardouin",64,314
32995,1,6,"Enrique de Lucas",74,48
32999,1,195,"Mehdi Lacen",76,59
33000,1,2,"Arthuro",73,70
33018,1,141,"Daniel Aranzubia",79,393
33021,1,1,"Ander Murillo",75,98
33022,1,47,"Luis Prieto",74,136
33024,1,152,"Carlos Gurpegi",79,66
33025,1,217,"Andoni Iraola",80,56
33027,2,46,"Ustaritz",73,42
33028,1,216,"Aritz Aduriz",82,57
33030,2,202,"Fernando Llorente",83,47
33039,1,16,"Berry Powel",69,57
33045,1,54,"Stephen Kelly",73,157
33048,1,14,"Darren Pratley",72,54
33049,1,62,"Lee Bowyer",78,144
33060,1,15,"Enoch Showunmi",64,96
33065,1,48,"Karim Guede",71,34
33074,4,38,"Eidur Gudjohnsen",86,96
33076,1,18,"Zak Whitbread",70,53
33080,1,17,"Umut Bulut",77,53
33082,1,23,"Mario Cvitanovic",69,129
33085,1,96,"Daniel van Buyten",87,109
33086,1,194,"Joleon Lescott",82,139
33098,1,15,"Peter Kovacs",70,55
33100,1,50,"Chaouki Ben Saada",72,60
33101,1,69,"Jose Paolo Guerrero",78,48
33107,1,45,"Nicolas Marin",71,117
33108,1,17,"Stephane Noro",72,141
33109,1,41,"Laurent Pionnier",74,372
33114,1,18,"Fatih Atik",69,84
33116,1,40,"Stephane Darbion",68,44
33117,2,66,"Nicolas Godemeche",70,152
33118,1,1,"Thierry Gathuessi",65,131
33122,1,151,"Sylvain Marchal",73,45
33128,3,151,"Didier Digard",76,55
33129,1,15,"Olivier Blondel",70,345
33138,1,90,"Stephen Ward",73,57
33272,1,64,"Peter Jehle",67,321
33285,1,27,"Daniel Ziebig",67,132
33312,1,36,"Jonathan Spector",72,133
33316,1,1,"Michael Chopra",77,125
33330,1,3,"Danny Wintjens",66,320
33331,1,22,"Julian Jenner",75,69
33335,1,36,"David Mendes",74,149
33336,1,39,"Mimoun Azaouagh",74,141
33337,1,83,"Fabio Simplicio",78,152
33338,1,172,"Dennis Aogo",77,55
33339,2,60,"Gerhard Tremmel",76,369
33342,1,6,"Dennis Kruppke",71,47
33344,1,47,"Romain Poyet",72,57
33348,1,15,"Roda Antar",71,132
33408,1,12,"Elliott L. Ward",69,97
33413,1,24,"Marco Pisano",75,146
33414,1,39,"Pietro Accardi",80,148
33418,3,72,"Djibril Cisse",84,92
33420,1,91,"Yohann Poulard",70,45
33421,1,18,"Jimmy Kebe",71,59
33422,1,61,"Guillermo Rodriguez",75,54
33424,2,55,"Matt Moussilou",75,100
33431,1,131,"Romain Salin",75,366
33433,1,52,"Toifilou Maoulida",76,81
33435,1,20,"Jerko Leko",74,105
33436,2,46,"Nourdin Boukhari",75,106
33439,2,9,"Vladimir Stojkovic",78,407
33440,1,4,"Yoann Bigne",67,138
33444,1,25,"Florian Jarjat",69,103
33446,1,122,"Sebastien Roudet",74,50
33448,1,5,"Rudy Haddad",69,53
33451,1,107,"Alaeddine Yahia",72,64
33452,1,29,"Yohan Lachor,29",65,102
33464,2,34,"Karim Ziani",77,142
33468,2,214,"Stephane Sessegnon",83,146
33473,1,63,"Tom Starke",77,378
33488,1,31,"Philipp Haastrup",65,50
33544,1,13,"Mourad Meghni",76,139
33546,1,16,"Ronan Le Crom",79,394
33550,1,104,"Romuald Peiser",75,371
33553,1,106,"Gary McDonald",62,148
33578,1,10,"Morten Nordstrand",72,55
33579,1,97,"Oscar Wendt",78,55
33582,1,56,"Jiri Jarosik",77,121
33586,1,112,"Alvaro Rubio",76,169
33588,1,32,"Haris Medunjanin",75,49
33595,1,25,"Mario Cantaluppi,25",70,101
33599,1,33,"Daniel Moreira",81,79
33605,1,85,"Francisco Javier Martos",70,60
33607,1,46,"Ruben",75,58
33609,1,28,"Paco Pena",72,46
33611,1,43,"Diego Camacho",72,115
33615,1,15,"Ian Harte",74,128
33617,1,17,"Lionel Letizi",72,356
33619,1,45,"Laurent Courtois",73,113
33620,2,123,"Jelle van Damme",75,47
33622,1,69,"Sherjill MacDonald",70,129
33625,1,40,"Goran Lovre",74,143
33630,1,64,"Ivan Cuellar",76,388
33632,2,86,"Maxi Rodriguez",84,152
33633,1,60,"Martin Petrov",83,144
33634,1,146,"Juan Valera",76,50
33635,1,230,"Gabi",82,43
33636,1,90,"Luis Perea",82,88
33637,2,19,"Peter Luccin",80,124
33639,3,133,"Samuel Eto'o",89,144
33640,1,102,"Maxi Lopez",78,56
33641,1,8,"Santiago Ezquerro",76,107
33644,2,18,"Antonio Doblas",74,348
33650,1,1,"Vincent Pericard",65,128
33655,1,34,"Arturo Arzu",71,131
33657,2,94,"Bjoern Vleminckx",73,41
33660,1,4,"Olivier Fontenette",58,131
33662,1,90,"Tim Smolders",71,52
33665,1,24,"Jesus Capi",75,156
33666,1,16,"Miguel Angel",70,110
33668,1,18,"Francisco Munoz Xisco,18",75,99
33671,1,35,"Vincent Provoost",61,124
33676,1,8,"Peter Mollez",61,307
33681,1,22,"Johan Vonlanthen",78,116
33682,1,24,"Cees Paauwe",68,335
33683,2,58,"Evander Sno",73,51
33684,1,29,"Ibrahim Kargbo",70,111
33685,2,64,"Mohamed Messoudi",68,48
33686,1,10,"Marco Engelhardt",76,136
33687,1,21,"Ousmane Dabo",76,123
33688,1,4,"Jeremy Gavanon",70,356
33692,1,10,"Noel Hunt",71,102
33693,1,78,"Craig Conway",74,63
33696,1,26,"Steven Robb",65,149
33697,1,29,"Felipe Morais",65,45
33706,1,99,"Paolo Sammarco",78,160
33715,1,29,"Abraham Paz Cruz",75,102
33729,1,46,"Jonathan Sesma",76,147
33731,1,51,"Esteban",76,377
33732,1,30,"Jose Manuel Pinto",78,384
33733,1,82,"Angel Lopez",76,44
33744,1,137,"Yoann Gourcuff",85,162
33747,1,60,"Borja Oubina",75,43
33753,1,125,"Gustavo Adolfo Munua",76,391
33754,1,17,"Justin Hoyte",72,120
33756,1,117,"Manuel Pablo",78,150
33758,1,17,"Julian de Guzman",77,152
33759,1,46,"Aldo Pedro Duscher",77,136
33761,1,58,"Juan Carlos Valeron",86,117
33762,2,50,"Angel Javier Arizmendi",75,54
33764,1,286,"Gorka Iraizoz Moreno",81,404
33767,1,51,"David Garcia",70,37
33768,1,36,"Daniel Jarque",77,133
33769,1,14,"Eduardo Costa",75,162
33772,1,51,"Christian Eigler",72,126
33773,1,76,"Ferran Corominas",75,57
33775,1,82,"Javier Paredes",74,135
33778,1,15,"Daniel Guiza",83,127
33781,1,71,"Craig Bellamy",82,130
33782,2,151,"Jeremy Menez",82,50
33790,1,13,"Somen Tchoyi",74,55
33792,2,68,"Andreas Hinkel",77,154
33793,1,4,"Hugo Alcantara",66,44
33800,2,40,"Edinho",75,130
33804,1,76,"Bartosz Lawa,25",67,52
33805,1,20,"Ruben Martin Pulido",77,135
33807,1,18,"Marcin Kus",65,152
33812,3,151,"Sebastien Squillaci",83,133
33813,1,44,"Sylvain Monsoreau",80,105
33814,1,38,"Sammy Traore",77,97
33816,1,201,"Massimo Gobbi",76,157
33817,1,27,"Reginaldo",71,51
33820,1,17,"Angel Manuel Vivar Dorado",79,111
33823,1,90,"Zdenek Pospech",75,59
33826,1,20,"Francesco Arnau",70,353
33827,1,26,"Inaki Goitia",75,366
33828,1,19,"Cesar Navas",76,52
33832,1,4,"Antonio Hidalgo",71,136
33840,2,23,"Alexandre Geijo",74,45
33843,1,196,"Jesus Gamez",79,55
33844,1,8,"Saul",71,52
33845,1,146,"Miguel Angel Moya",81,408
33847,1,98,"Sergio Ballesteros",77,136
33848,1,227,"Fernando Navarro",77,146
33849,1,130,"Jose Carlos Nunes",78,59
33850,2,13,"Angelos Basinas",78,125
33851,1,4,"Guillermo Ariel Pereyra",71,105
33852,2,140,"Jonas Gutierrez",79,46
33854,1,7,"Tuni",74,153
33856,2,159,"Ivan Ramis",77,151
33857,1,38,"Thorstein Helstad",76,117
33861,1,29,"Enrique Corrales",75,154
33863,1,117,"Carlos Cuellar",81,137
33865,1,151,"Miguel Flano",76,147
33866,1,53,"David Lopez",80,110
33867,1,1,"Ludovic Delporte",74,124
33869,1,2,"Inaki Munoz",74,104
33870,1,154,"Patxi Martinez Punal",79,147
33871,1,159,"Raul Garcia",81,75
33872,1,77,"Valdo",79,104
33874,1,34,"Jose Josetxo",78,106
33881,1,176,"Jonathan Walters",75,40
33884,1,20,"Jose Moraton",75,139
33885,1,22,"Oriol",75,89
33887,1,30,"Sergio Matabuena",72,147
33888,1,106,"Felipe Melo",83,46
33889,1,3,"Cristian Portilla",67,58
33891,1,4,"Juanjo",67,56
33892,1,66,"Oscar Serrano",76,155
33893,1,78,"Ayoze Diaz Diaz",74,41
33895,1,18,"Borja Neru",69,132
33896,1,66,"Pablo Pinillos",74,145
33898,2,18,"Raul Bravo",75,52
33913,1,36,"Alex Keddie",59,57
33914,1,162,"Craig Samson",68,332
33915,1,53,"Garry Brady",65,141
33929,2,30,"Sidi Yaya Keita",74,121
33930,1,1,"Seid Khiter",69,67
33931,1,11,"Fitz Hall",74,74
33941,1,15,"Danny Pugh",70,93
33948,2,27,"Jason Brown",69,345
33954,1,8,"Christopher Mitchell",56,60
33956,1,39,"Christian Nade",68,96
33958,1,75,"Asier Riesgo",74,367
33959,1,87,"Ion Ansotegi",75,62
33960,1,140,"Mikel Gonzalez",79,53
33961,1,28,"Mikel Labaka",74,110
33963,3,92,"Javier Garrido",76,47
33964,1,21,"Mikel Alonso",75,144
33967,2,78,"Dalibor Stevanovic",74,161
33973,1,172,"Xabier Prieto",80,42
33974,2,108,"Robinho",87,143
33986,1,115,"Andres Palop",85,421
33988,1,225,"Daniel Alves",86,167
33989,1,80,"Frederic Kanoute",84,107
33990,1,100,"Julien Escude",81,149
33991,2,217,"Jesus Navas",86,55
33992,1,132,"Adriano",79,67
33993,1,34,"Aitor Ocio",77,138
33997,1,53,"Mikel Eizaguirre Aranburu",74,54
34000,2,71,"Enzo Maresca",81,52
34003,2,43,"Ludovic Butelle",76,386
34005,1,13,"Roberto Fabian Ayala",86,104
34007,1,78,"Miguel",80,152
34008,2,218,"Emiliano Moretti",78,55
34021,1,15,"Marco Caneira",74,142
34025,1,9,"Mohamed Dahmane",67,63
34029,2,196,"Raul Albiol",83,41
34031,1,4,"Michael Wiggers",58,126
34035,1,61,"Matias Emilio Delgado",80,111
34036,1,208,"Glen Johnson",81,147
34037,2,87,"Ireneusz Jelen",81,41
34045,2,94,"Fabrice Ehret",74,136
34052,1,78,"Roland Baettig",65,50
34054,1,21,"Baykal Kulaksizoglu",71,145
34055,1,6,"Alexandre Quennoz",63,128
34066,1,23,"Tariq Chihab",67,109
34067,1,17,"Aleksandar Mitreski",71,95
34075,1,16,"Moreno Merenda",64,125
34079,1,43,"Didier Crettenand",63,45
34082,1,166,"Marco Schneuwly",69,47
34086,1,8,"Bruno Sutter",54,119
34101,1,20,"Bruno Cheyrou",72,48
34102,2,116,"Alexander Frei",81,98
34103,1,25,"Mariano Pernia",75,148
34104,1,130,"Ze Castro",78,87
34106,1,55,"Luis Fabiano",86,125
34112,1,9,"Pavel Pardo",84,166
34113,1,23,"Ricardo Osorio",79,100
34114,1,83,"Roberto Hilbert",80,145
34170,1,8,"Francis Jeffers",70,85
